1836125000,0.000000,0.001065,0.002131,-0.191602,0.991538,9.771680
1837125000,0.000000,0.000000,0.002131,-0.172441,0.981958,9.781260
1838125000,0.000000,0.000000,0.002131,-0.177231,0.981958,9.766891
1839125000,0.000000,0.000000,0.002131,-0.196392,0.981958,9.757310
1840125000,0.000000,0.001065,0.002131,-0.210762,0.962798,9.776470
1841000000,0.001065,0.001065,0.002131,-0.210762,1.001118,9.786050
1842125000,0.001065,0.001065,0.003196,-0.210762,1.001118,9.786050
1843125000,0.001065,0.002131,0.002131,-0.205972,0.972378,9.776470
1844125000,0.000000,0.002131,0.001065,-0.210762,1.001118,9.810000
1845125000,0.001065,0.001065,0.001065,-0.210762,0.981958,9.786050
1846125000,0.001065,0.000000,0.001065,-0.201182,0.972378,9.738150
1847125000,0.001065,0.001065,0.002131,-0.191602,0.981958,9.776470
1848125000,0.002131,0.002131,0.001065,-0.196392,0.972378,9.790840
1849125000,0.002131,0.002131,-0.000000,-0.210762,0.981958,9.790840
1850125000,0.002131,0.002131,-0.000000,-0.201182,0.991538,9.786050
1851125000,0.002131,0.002131,-0.000000,-0.210762,0.981958,9.757310
1852125000,0.001065,0.000000,-0.000000,-0.210762,1.001118,9.762100
1853125000,0.001065,-0.001065,0.002131,-0.205972,1.010698,9.795630
1854125000,0.001065,0.000000,0.003196,-0.205972,1.010698,9.776470
1855125000,0.001065,0.000000,0.004261,-0.215552,0.991538,9.752520
1856125000,0.001065,0.000000,0.003196,-0.210762,0.972378,9.762100
1857125000,0.002131,0.002131,0.002131,-0.186812,0.981958,9.795630
1858125000,0.002131,0.002131,0.001065,-0.220342,0.991538,9.795630
1859125000,0.001065,0.002131,0.001065,-0.225132,0.991538,9.781260
1860125000,0.000000,0.002131,-0.000000,-0.186812,0.981958,9.805210
1861125000,0.001065,0.003196,0.001065,-0.162861,0.991538,9.786050
1862125000,0.001065,0.002131,0.002131,-0.182021,1.010698,9.762100
1863125000,0.001065,0.002131,0.003196,-0.215552,1.001118,9.762100
1864125000,0.001065,0.003196,0.003196,-0.196392,0.991538,9.795630
1865125000,0.001065,0.002131,0.002131,-0.186812,1.001118,9.810000
1866125000,0.001065,0.001065,0.002131,-0.191602,0.981958,9.781260
1867125000,0.001065,0.001065,0.002131,-0.196392,0.981958,9.762100
1868125000,0.001065,0.000000,0.001065,-0.201182,0.991538,9.781260
1869125000,0.002131,0.000000,-0.000000,-0.186812,0.981958,9.766891
1870125000,0.002131,0.000000,-0.000000,-0.186812,0.972378,9.757310
1871125000,0.002131,0.000000,0.001065,-0.186812,0.962798,9.747730
1872125000,0.003196,0.001065,-0.000000,-0.210762,0.962798,9.752520
1873125000,0.002131,0.002131,-0.000000,-0.215552,0.981958,9.786050
1874125000,0.001065,0.002131,0.001065,-0.182021,0.991538,9.786050
1875125000,0.000000,0.000000,0.002131,-0.158071,1.001118,9.795630
1876125000,0.000000,0.000000,0.001065,-0.186812,0.991538,9.795630
1877125000,0.001065,0.000000,-0.000000,-0.205972,0.991538,9.776470
1878125000,0.002131,0.001065,-0.000000,-0.220342,1.001118,9.781260
1879125000,0.001065,0.001065,0.001065,-0.215552,1.010698,9.771680
