7515125000,0.001065,0.001065,0.001065,0.191602,-1.039438,-9.723780
7516125000,0.001065,0.002131,0.001065,0.201182,-1.049019,-9.728570
7517125000,0.002131,0.001065,0.001065,0.205972,-1.039438,-9.728570
7518125000,0.002131,0.000000,-0.000000,0.210762,-1.010698,-9.728570
7519125000,0.001065,0.000000,-0.000000,0.225132,-1.001118,-9.733359
7520125000,0.000000,0.001065,-0.001065,0.215552,-1.010698,-9.728570
7521125000,0.001065,0.001065,-0.000000,0.210762,-1.010698,-9.733359
7522125000,0.003196,0.002131,0.001065,0.234712,-1.001118,-9.728570
7523125000,0.003196,0.002131,0.001065,0.215552,-0.991538,-9.742940
7524125000,0.000000,0.001065,0.001065,0.205972,-1.010698,-9.738150
7525125000,0.000000,0.001065,0.001065,0.225132,-1.001118,-9.738150
7526125000,0.001065,0.001065,0.001065,0.220342,-1.010698,-9.752520
7527125000,0.002131,0.001065,0.001065,0.210762,-1.020278,-9.766891
7528125000,0.001065,0.000000,0.002131,0.210762,-1.001118,-9.757310
7529125000,0.001065,0.001065,0.002131,0.201182,-1.001118,-9.742940
7530125000,0.002131,0.002131,0.002131,0.196392,-1.020278,-9.752520
7531125000,0.001065,0.001065,-0.000000,0.196392,-1.010698,-9.766891
7532125000,0.001065,0.000000,-0.000000,0.205972,-1.001118,-9.771680
7533125000,0.002131,-0.001065,0.001065,0.205972,-1.001118,-9.766891
7534125000,0.002131,0.000000,0.002131,0.201182,-1.020278,-9.771680
7535125000,0.001065,0.002131,0.003196,0.205972,-1.020278,-9.771680
7536125000,0.001065,0.002131,0.003196,0.191602,-1.010698,-9.766891
7537125000,0.001065,0.001065,0.002131,0.186812,-1.010698,-9.757310
7538125000,0.001065,0.000000,0.001065,0.182021,-1.029858,-9.747730
7539125000,0.002131,0.000000,-0.000000,0.201182,-1.020278,-9.742940
7540125000,0.002131,0.001065,-0.001065,0.205972,-1.020278,-9.752520
7541125000,0.001065,0.002131,-0.001065,0.172441,-1.029858,-9.771680
7542125000,0.001065,0.002131,0.001065,0.172441,-1.020278,-9.752520
7543125000,0.000000,0.001065,0.002131,0.186812,-1.020278,-9.709410
7544125000,0.001065,0.000000,0.001065,0.196392,-1.039438,-9.685459
7545125000,0.001065,0.000000,-0.001065,0.205972,-1.020278,-9.728570
7546125000,0.001065,0.001065,-0.001065,0.205972,-1.039438,-9.742940
7547125000,0.002131,0.001065,-0.001065,0.201182,-1.058599,-9.738150
7548125000,0.001065,0.000000,-0.000000,0.172441,-1.029858,-9.738150
7549125000,0.002131,0.000000,0.001065,0.182021,-1.010698,-9.742940
7550125000,0.003196,0.001065,0.001065,0.191602,-1.029858,-9.781260
7551125000,0.002131,0.001065,0.001065,0.191602,-1.039438,-9.771680
7552125000,0.000000,0.002131,0.001065,0.205972,-1.029858,-9.738150
7553125000,0.001065,0.002131,0.001065,0.210762,-1.029858,-9.742940
7554125000,0.002131,0.002131,-0.000000,0.201182,-1.039438,-9.747730
7555125000,0.002131,0.001065,-0.000000,0.182021,-1.039438,-9.738150
7556125000,0.001065,0.000000,0.001065,0.191602,-1.020278,-9.747730
7557125000,0.000000,0.001065,0.002131,0.210762,-1.029858,-9.733359
7558125000,0.000000,0.001065,0.002131,0.201182,-1.020278,-9.718989
7559125000,0.001065,0.002131,-0.000000,0.172441,-1.020278,-9.728570
7560125000,0.000000,0.001065,-0.000000,0.186812,-1.020278,-9.742940
7561125000,0.000000,0.001065,0.001065,0.196392,-1.020278,-9.733359
7562125000,0.001065,0.001065,0.002131,0.210762,-1.020278,-9.752520
7563125000,0.002131,0.001065,0.003196,0.196392,-1.010698,-9.781260
7564125000,0.002131,0.002131,0.002131,0.191602,-1.010698,-9.776470
7565125000,0.001065,0.003196,-0.000000,0.210762,-1.010698,-9.771680
7566125000,0.001065,0.003196,-0.002131,0.191602,-1.010698,-9.762100
7567125000,0.001065,0.002131,-0.001065,0.215552,-0.991538,-9.738150
7568125000,0.000000,0.001065,-0.000000,0.239502,-0.981958,-9.723780
